420,1e-10,0.05,1e-06,0.0000,0.9625,3,0.0000,0,0.14750,0.75,2.4609724210258865,1
420,1e-10,1.0,1e-06,0.0000,1.0000,3,0.0000,0,0.56750,1.0,58.16204223185709,1
420,1e-10,inf,1e-06,0.0000,1.0000,3,0.0000,0,1.00000,1.0,inf,1
666,1e-10,1e-08,1e-06,0.0000,0.3125,1,0.0000,0,0.00000,0.025,0.0010513243547924619,1
666,1e-10,1e-06,1e-06,0.0000,0.2625,1,0.0000,0,0.00250,0.0325,0.010515044380877312,1
666,1e-10,1e-05,1e-06,0.0000,0.3000,1,0.0000,0,0.00750,0.04,0.03326518935350174,1
666,1e-10,0.0001,1e-06,0.0000,0.5000,1,0.0000,0,0.01250,0.0825,0.10533127963525767,1
666,1e-10,0.001,1e-06,0.0000,0.6625,1,0.0000,0,0.01500,0.17,0.33447854232024216,1
666,1e-10,0.005,1e-06,0.0000,0.8250,1,0.0000,0,0.04500,0.3025,0.7536897320980971,1
666,1e-10,0.01,1e-06,0.0000,0.8750,1,0.0000,0,0.06250,0.4175,1.0721770612860193,1
666,1e-10,0.05,1e-06,0.0000,0.9500,1,0.0000,0,0.17000,0.7475,2.4609724210258865,1
666,1e-10,1.0,1e-06,0.0000,1.0000,1,0.0000,0,0.56000,1.0,58.16204223185709,1
666,1e-10,inf,1e-06,0.0000,1.0000,1,0.0000,0,1.00000,1.0,inf,1
666,1e-10,1e-08,1e-06,0.0000,0.2625,2,0.0000,0,0.00500,0.0175,0.0010513243547924619,1
666,1e-10,1e-06,1e-06,0.0000,0.3000,2,0.0000,0,0.00500,0.02,0.010515044380877312,1
666,1e-10,1e-05,1e-06,0.0000,0.3000,2,0.0000,0,0.00500,0.03,0.03326518935350174,1
666,1e-10,0.0001,1e-06,0.0000,0.5250,2,0.0000,0,0.00500,0.0675,0.10533127963525767,1
666,1e-10,0.001,1e-06,0.0000,0.7250,2,0.0000,0,0.02000,0.1675,0.33447854232024216,1
666,1e-10,0.005,1e-06,0.0000,0.8000,2,0.0000,0,0.04250,0.3225,0.7536897320980971,1
666,1e-10,0.01,1e-06,0.0000,0.8500,2,0.0000,0,0.06000,0.4475,1.0721770612860193,1
666,1e-10,0.05,1e-06,0.0000,0.9625,2,0.0000,0,0.15500,0.755,2.4609724210258865,1
666,1e-10,1.0,1e-06,0.0000,0.9875,2,0.0000,0,0.56000,1.0,58.16204223185709,1
666,1e-10,inf,1e-06,0.0000,0.9875,2,0.0000,0,1.00000,1.0,inf,1
666,1e-10,1e-08,1e-06,0.0000,0.2125,3,0.0000,0,0.00250,0.0125,0.0010513243547924619,1
666,1e-10,1e-06,1e-06,0.0000,0.2125,3,0.0000,0,0.00250,0.0125,0.010515044380877312,1
666,1e-10,1e-05,1e-06,0.0000,0.2250,3,0.0000,0,0.00250,0.025,0.03326518935350174,1
666,1e-10,0.0001,1e-06,0.0000,0.4750,3,0.0000,0,0.00250,0.065,0.10533127963525767,1
666,1e-10,0.001,1e-06,0.0000,0.7250,3,0.0000,0,0.01750,0.1575,0.33447854232024216,1
666,1e-10,0.005,1e-06,0.0000,0.8250,3,0.0000,0,0.04000,0.3425,0.7536897320980971,1
666,1e-10,0.01,1e-06,0.0000,0.8625,3,0.0000,0,0.05500,0.4625,1.0721770612860193,1
666,1e-10,0.05,1e-06,0.0000,0.9625,3,0.0000,0,0.14750,0.75,2.4609724210258865,1
666,1e-10,1.0,1e-06,0.0000,1.0000,3,0.0000,0,0.56750,1.0,58.16204223185709,1
666,1e-10,inf,1e-06,0.0000,1.0000,3,0.0000,0,1.00000,1.0,inf,1
